epoch,train_loss,train_loss_cls,train_loss_tal,train_loss_dual_g,train_loss_dual_d,train_acc,val_loss,val_acc,val_precision_macro_present,val_recall_macro_present,val_f1_macro_present,val_precision_micro,val_recall_micro,val_f1_micro,lr_main,epoch_seconds
1,10.077999898365565,4.388849939618792,0.434380582932915,5.558835710797991,0.49837444509778706,0.328125,3.78590327501297,0.06666666666666667,0.02894736842105263,0.203125,0.04553184910327768,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0005,9.115336179733276
2,7.000095469611032,2.979220305170332,-0.0506013206073216,4.0360555819102695,0.6437003569943565,0.625,2.3995848298072815,0.2916666666666667,0.27365689865689863,0.30549001413927185,0.234030784030784,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.0005,8.174235820770264
3,5.649629320417132,2.448577352932521,-0.29935103920953615,3.2908573491232738,1.0986580678394862,0.78125,1.7986240684986115,0.5,0.3612641421816954,0.46329227506321885,0.35368237389792584,0.5,0.5,0.5,0.0005,8.250582456588745
4,4.854659591402326,2.1405616913522993,-0.40755129924842287,2.8363633155822754,1.1007158756256104,0.8504464285714286,1.3401315957307816,0.7166666666666667,0.7567708333333334,0.7817984143375183,0.6815704066168182,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.0005,8.01177191734314
5,4.666624648230417,2.0370470455714633,-0.4975646414927074,2.7788469280515398,0.8970643026488168,0.8549107142857143,1.466434821486473,0.6416666666666667,0.6807367614451546,0.7176381081802609,0.5985264227642276,0.6416666666666667,0.6416666666666667,0.6416666666666667,0.0005,7.85496187210083
6,4.341322932924543,1.8548865573746818,-0.39281757920980453,2.604281646864755,0.8601393359048026,0.8861607142857143,1.6518446952104568,0.6,0.4706249246109927,0.5368377314625988,0.39842543077837195,0.6,0.6,0.6,0.0005,8.213092565536499
7,4.292644841330392,1.826021901198796,-0.249545049986669,2.5414863995143344,0.7210059421403068,0.8973214285714286,1.3113161772489548,0.7,0.6250400641025641,0.7472443714821764,0.6225219050690748,0.7,0.7,0.7,0.0005,7.645207405090332
8,4.248107331139701,1.7875906995364599,-0.004872788542083332,2.461978452546256,0.798215891633715,0.9084821428571429,1.7482104003429413,0.5833333333333334,0.7304955913651566,0.6712915928186342,0.5316493691493692,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.0005,8.05414891242981
9,4.148811834199088,1.7416893669537135,-0.008120001958949226,2.4095584494727,0.7934433562414986,0.9174107142857143,1.4505820572376251,0.6083333333333333,0.5376488095238096,0.681135203387987,0.5477004932407745,0.6083333333333333,0.6083333333333333,0.6083333333333333,0.0005,8.403792142868042
10,3.9694340910230363,1.7141823598316737,-0.17344544482018268,2.307285411017282,0.7622015050479344,0.8973214285714286,2.139764577150345,0.4583333333333333,0.6065769717085506,0.6160881801125704,0.45159855235558005,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.0005,7.888648986816406
11,3.972566604614258,1.6937135117394584,-0.12535017941679275,2.31645815713065,0.7485268201146807,0.9397321428571429,1.283438801765442,0.775,0.7666878382338909,0.7884553973333135,0.7078234581873821,0.775,0.775,0.775,0.0005,8.059271097183228
12,3.889257175581796,1.6478931563241142,0.01662829365315182,2.2363755192075456,0.7618203503744942,0.9397321428571429,1.2977547198534012,0.7416666666666667,0.7729358678955454,0.763412224043189,0.684791974712633,0.7416666666666667,0.7416666666666667,0.7416666666666667,0.0005,7.8009679317474365
13,3.6847695112228394,1.531827015536172,0.09490318622972284,2.1244715452194214,0.74577397108078,0.9598214285714286,1.3839256912469864,0.6833333333333333,0.7277469758064516,0.746751343169026,0.6443301127851764,0.6833333333333333,0.6833333333333333,0.6833333333333333,0.0005,8.241718053817749
14,3.579902103969029,1.529446738106864,-0.086460188696427,2.076393391404833,0.80592451776777,0.9441964285714286,1.4681796878576279,0.6916666666666667,0.7352941176470589,0.7480412118369435,0.6404467698319225,0.6916666666666667,0.6916666666666667,0.6916666666666667,0.0005,7.588068008422852
15,3.44369683946882,1.4902715342385429,-0.04428995094661202,1.966712304524013,0.859463802405766,0.9665178571428571,1.473611369729042,0.7166666666666667,0.6198568588274471,0.7212178065836602,0.5959827188521377,0.7166666666666667,0.7166666666666667,0.7166666666666667,0.0005,8.891139507293701
16,3.3243586165564403,1.3989653076444353,0.12238678203097411,1.8886772905077254,0.795013964176178,0.9709821428571429,1.9434532076120377,0.6333333333333333,0.6154474610356964,0.6480506282335551,0.5306792457683799,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.0005,7.540089130401611
17,3.4233438798359463,1.452192451272692,0.10493086225220136,1.9396721635546004,0.7612612673214504,0.953125,1.2311380207538605,0.7666666666666667,0.7816543475448017,0.7855540039229063,0.7011664347926903,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.0005,7.63166069984436
18,3.2659624133791243,1.4116315501076835,-0.17489174753427505,1.9067983797618322,0.7096340145383563,0.953125,1.478382021188736,0.6583333333333333,0.7466438813421572,0.7466633975780317,0.6438964164147988,0.6583333333333333,0.6583333333333333,0.6583333333333333,0.0005,7.507399559020996
19,3.318964123725891,1.4242682456970215,-0.22147463262081146,1.9611382484436035,0.6919153162411281,0.9553571428571429,1.6328393071889877,0.6833333333333333,0.7334935897435897,0.6986770851100119,0.5698465834465539,0.6833333333333333,0.6833333333333333,0.6833333333333333,0.0005,7.7073774337768555
20,3.2392630066190446,1.3895099588802882,-0.1298247700823205,1.8887004852294922,0.723767604146685,0.9732142857142857,1.3042638003826141,0.75,0.7572420634920635,0.7822944089314714,0.7116557392440098,0.75,0.75,0.75,0.0005,8.331573724746704
21,3.150009666170393,1.3502818090575082,-0.03402000133480344,1.8099338156836373,0.8157818743160793,0.96875,1.7425337433815002,0.675,0.7491319444444444,0.6971501070950964,0.6131816685187472,0.675,0.675,0.675,0.0005,7.594374179840088
22,3.2422645773206438,1.3920142906052726,-0.044684991373547485,1.8636558055877686,0.7882348895072937,0.9642857142857143,1.3743265867233276,0.775,0.7869271127423302,0.8157779720279721,0.7294301454701663,0.775,0.775,0.775,0.00025,8.073017835617065
23,3.1362892389297485,1.3238393579210554,0.02006425801664591,1.8064306037766593,0.7207563860075814,0.9732142857142857,1.2488355487585068,0.7833333333333333,0.7673883771267492,0.7941540167149923,0.7112252137697185,0.7833333333333333,0.7833333333333333,0.7833333333333333,0.00025,8.222591161727905
24,3.0045004912785123,1.267119893005916,-0.07313985390854734,1.7593226092202323,0.7034585986818586,0.9754464285714286,1.1865356713533401,0.7916666666666666,0.8013857466063348,0.824649816646768,0.7466943387996019,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.00025,8.183194398880005
25,2.9435285329818726,1.254441065447671,-0.15519220222319877,1.735645123890468,0.7058583583150592,0.9888392857142857,1.3184975981712341,0.75,0.7436664438502674,0.7801085612425751,0.6771872600271722,0.75,0.75,0.75,0.00025,7.376098871231079
26,2.9175712721688405,1.256563092981066,-0.1962252916502101,1.7198757869856698,0.7115427255630493,0.9866071428571429,1.4033884406089783,0.7916666666666666,0.8393892339544513,0.8362106643356644,0.7805585557106856,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.00025,7.8106529712677
27,2.900684663227626,1.2502518125942774,-0.16295823973736592,1.6993202992847987,0.71517527954919,0.9910714285714286,1.3743962496519089,0.7833333333333333,0.7734792780748663,0.7946896853146854,0.7046048582910038,0.7833333333333333,0.7833333333333333,0.7833333333333333,0.00025,8.229270696640015
28,2.93562536580222,1.2692388551575797,-0.18927142396569252,1.7231679558753967,0.7013239690235683,0.984375,1.2803879082202911,0.8083333333333333,0.7916746243952126,0.8433235971345727,0.7637698349790137,0.8083333333333333,0.8083333333333333,0.8083333333333333,0.00025,7.556854963302612
29,2.877401113510132,1.2414048569543021,-0.2268097060067313,1.7040391223771232,0.6957624214036124,0.9933035714285714,1.2715018540620804,0.8083333333333333,0.8109477124183007,0.8256337412587413,0.7753620256752232,0.8083333333333333,0.8083333333333333,0.8083333333333333,0.00025,7.869882583618164
30,2.8446089199611118,1.219929346016475,-0.14616321067192725,1.6685285397938319,0.6994704689298358,0.9888392857142857,1.3214424103498459,0.7583333333333333,0.7193309294871795,0.833345770083575,0.7208800341153281,0.7583333333333333,0.7583333333333333,0.7583333333333333,0.00025,7.972028017044067
31,2.922629884311131,1.263496492590223,-0.18308801842587336,1.7140598041670663,0.7044139930180141,0.9888392857142857,1.3571821749210358,0.7916666666666666,0.7928630193336076,0.8253933566433567,0.7460044105361442,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.00025,7.864754915237427
32,2.875985264778137,1.230609118938446,-0.17755275618817126,1.6986419899123055,0.6933842982564654,0.9866071428571429,1.1085215955972672,0.8333333333333334,0.8268849206349207,0.8597246503496504,0.8107715053421608,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.00025,8.203052997589111
33,2.816713128771101,1.2270368337631226,-0.28482985496520996,1.675125241279602,0.6859497938837323,0.9888392857142857,1.2497930526733398,0.7833333333333333,0.7553524374176548,0.7837266899766899,0.707583248816768,0.7833333333333333,0.7833333333333333,0.7833333333333333,0.00025,8.365452527999878
34,2.8315393924713135,1.2228635804993766,-0.26806296727487017,1.6890946967261178,0.6853836604527065,0.9977678571428571,1.1037273555994034,0.8333333333333334,0.783418416108702,0.8636755278125904,0.7903692598052353,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.00025,8.370094060897827
35,2.866590602057321,1.2379361135619027,-0.22090025884764536,1.694924601486751,0.6911388295037406,0.9955357142857143,1.3708433359861374,0.8166666666666667,0.8768098455598455,0.8311480186480188,0.8043646575095902,0.8166666666666667,0.8166666666666667,0.8166666666666667,0.00025,8.686239004135132
36,2.724355936050415,1.18570842061724,-0.2994636275938579,1.6284866333007812,0.69557671887534,1.0,1.1246889531612396,0.825,0.8287448700410397,0.8793706293706294,0.803654356479434,0.825,0.825,0.825,0.00025,8.250466346740723
37,2.7793280567441667,1.207842401095799,-0.2568513085799558,1.648541041782924,0.719143101147243,0.9933035714285714,1.152065321803093,0.8083333333333333,0.7947860962566845,0.8241914335664335,0.7539884166819151,0.8083333333333333,0.8083333333333333,0.8083333333333333,0.00025,7.468912363052368
38,2.856147289276123,1.2469192828450884,-0.2544873846428735,1.6855742675917489,0.715564855507442,0.984375,1.1841093599796295,0.8083333333333333,0.7647756936550041,0.8276178355048981,0.7421798376440475,0.8083333333333333,0.8083333333333333,0.8083333333333333,0.00025,7.523515939712524
39,2.725615927151271,1.1909598367554801,-0.3090166726282665,1.6273611273084367,0.7012174129486084,1.0,1.3043940514326096,0.8083333333333333,0.7984095561301444,0.8481206293706294,0.7659380149227307,0.8083333333333333,0.8083333333333333,0.8083333333333333,0.00025,8.202852725982666
40,2.743821007864816,1.1994094337735857,-0.2886137589812279,1.630995716367449,0.7047659073557172,1.0,1.0698133558034897,0.8583333333333333,0.8209431549960661,0.8895430027289783,0.8220887160312705,0.8583333333333333,0.8583333333333333,0.8583333333333333,0.00025,7.23014497756958
41,2.7590380055563792,1.197388461657933,-0.2627656151141439,1.6404792666435242,0.689175682408469,0.9955357142857143,1.1864007711410522,0.8083333333333333,0.7888857466063348,0.8373033216783218,0.7515005462373883,0.8083333333333333,0.8083333333333333,0.8083333333333333,0.00025,7.807097673416138
42,2.7309873614992415,1.194900597844805,-0.2992024389760835,1.6258474928992135,0.693226661000933,0.9955357142857143,1.2179107964038849,0.8333333333333334,0.8510461312880667,0.8776223776223777,0.8203236850295673,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.00025,7.3565802574157715
43,2.7512947150639127,1.198822523866381,-0.2777917411710535,1.6358097365924291,0.6991158553532192,0.9955357142857143,1.0679621696472168,0.8416666666666667,0.8548631298449613,0.88243006993007,0.8287880795233736,0.8416666666666667,0.8416666666666667,0.8416666666666667,0.00025,8.455493688583374
44,2.7445084878376553,1.1954245737620763,-0.28908949877534595,1.635810741356441,0.6864977649280003,0.9955357142857143,1.256589725613594,0.8083333333333333,0.8428630193336075,0.8631993006993007,0.7983052551164006,0.8083333333333333,0.8083333333333333,0.8083333333333333,0.00025,7.64183235168457
45,2.769328611237662,1.2118324467114039,-0.2981236864413534,1.646933274609702,0.6801244701657977,0.9933035714285714,1.1595429033041,0.8083333333333333,0.8218887492143305,0.8213723776223777,0.7769230769230768,0.8083333333333333,0.8083333333333333,0.8083333333333333,0.00025,7.873078107833862
46,2.7117895569120134,1.1785877772739954,-0.2811104782990047,1.6175349014145988,0.6900594404765538,0.9977678571428571,1.1398391872644424,0.8166666666666667,0.7598845598845598,0.8546872334982091,0.7588815005481672,0.8166666666666667,0.8166666666666667,0.8166666666666667,0.00025,7.577715158462524
47,2.692859939166478,1.1725673420088631,-0.2797823856983866,1.6042273044586182,0.695886995111193,0.9977678571428571,1.2233471721410751,0.825,0.8385270774976656,0.8793706293706294,0.8138669672053983,0.825,0.825,0.825,0.00025,8.525268793106079
48,2.7433063643319264,1.2023692386490958,-0.2871466332248279,1.6270811217171806,0.6968715446335929,0.9933035714285714,1.0148134529590607,0.8583333333333333,0.7949112791334122,0.8704108391608392,0.7980720837428155,0.8583333333333333,0.8583333333333333,0.8583333333333333,0.00025,8.46694040298462
49,2.7243184873035977,1.1977274077279227,-0.3077626664723669,1.618919883455549,0.6883374452590942,0.9955357142857143,1.2634691894054413,0.8333333333333334,0.8033088235294118,0.8733610139860141,0.7910609857978279,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.00025,9.267992496490479
50,2.6598524025508334,1.166828691959381,-0.3196152714746339,1.5889083232198442,0.678067684173584,1.0,1.0754315108060837,0.85,0.8521931549960661,0.8824407300017056,0.8327061176774233,0.85,0.85,0.85,0.00025,6.7859368324279785
51,2.6425551686968123,1.1576256241117204,-0.3017047771385738,1.575440960271018,0.6930030158587864,0.9977678571428571,1.174463763833046,0.8416666666666667,0.8038870851370852,0.8781687062937064,0.7953612917428707,0.8416666666666667,0.8416666666666667,0.8416666666666667,0.000125,7.773681640625
52,2.6596335002354214,1.1657970121928625,-0.283627878342356,1.578924868788038,0.6966851609093803,0.9977678571428571,1.043140470981598,0.85,0.8415032679738563,0.856934731934732,0.8194014447884418,0.85,0.85,0.85,0.000125,7.785573720932007
53,2.661463839667184,1.1614016890525818,-0.2826546717967306,1.5848585622651237,0.6829859869820731,1.0,1.069853127002716,0.875,0.852651515151515,0.9082167832167832,0.8481287239324727,0.875,0.875,0.875,0.000125,8.106923580169678
54,2.650833708899362,1.1601708361080714,-0.3003286788506167,1.5807614922523499,0.6754107219832284,1.0,1.1472484171390533,0.825,0.8053921568627451,0.8577360139860141,0.7821499213720575,0.825,0.825,0.825,0.000125,8.01357650756836
55,2.651209303310939,1.1629716839109148,-0.3042630766119276,1.5795165130070277,0.6840183905192784,0.9977678571428571,1.0482506155967712,0.8583333333333333,0.8384548611111111,0.8986013986013986,0.8334863730181068,0.8583333333333333,0.8583333333333333,0.8583333333333333,0.000125,8.347741603851318
56,2.667087606021336,1.1733299068042211,-0.3190250034843172,1.589465183871133,0.6938213450568063,0.9977678571428571,1.0016366988420486,0.8583333333333333,0.8546466973886329,0.9003603104212861,0.8471236984072381,0.8583333333333333,0.8583333333333333,0.8583333333333333,0.000125,7.685117721557617
57,2.6333664315087453,1.15857971566064,-0.33073687979153227,1.5740078006471907,0.6982801982334682,1.0,1.0754848718643188,0.85,0.8294270833333333,0.8829763986013986,0.8182377735783308,0.85,0.85,0.85,0.000125,8.498754262924194
58,2.6657330138342723,1.1619702322142464,-0.29103260806628634,1.591072576386588,0.6943056838853019,1.0,1.104734942317009,0.85,0.8501838235294118,0.9003496503496504,0.8464444276801256,0.85,0.85,0.85,0.000125,7.8886964321136475
59,2.646835105759757,1.1542867847851344,-0.2710138293249266,1.5738524794578552,0.6789543458393642,0.9977678571428571,1.0469556748867035,0.8416666666666667,0.8462381164587047,0.8889860139860141,0.8284997112880239,0.8416666666666667,0.8416666666666667,0.8416666666666667,0.000125,7.406073331832886
60,2.643376810210092,1.1494193758283342,-0.27053901872464586,1.575119171823774,0.6850074785096305,1.0,0.9799018949270248,0.875,0.8438492063492063,0.9082167832167832,0.840539438218187,0.875,0.875,0.875,0.000125,8.08503532409668
61,2.6085684980664934,1.1527096118245805,-0.3411258395229067,1.5581966212817602,0.6950410774775914,1.0,1.0450585037469864,0.85,0.8866421568627451,0.8937937062937064,0.8539940869662231,0.85,0.85,0.85,0.000125,8.33134651184082
62,2.595377564430237,1.1542474286896842,-0.41588800081184935,1.56589651959283,0.6914168425968715,0.9977678571428571,1.0098418891429901,0.8583333333333333,0.8265568996415771,0.8979743083003953,0.8323194234958942,0.8583333333333333,0.8583333333333333,0.8583333333333333,0.000125,8.067784309387207
63,2.60075466973441,1.1515186769621713,-0.4082465044089726,1.5717099564416068,0.6881801741463798,1.0,1.0157426595687866,0.8333333333333334,0.7746651785714286,0.8409090909090909,0.760541213172792,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.000125,7.399278879165649
64,2.6361311844417026,1.1639231954302107,-0.3794670211417334,1.5860481262207031,0.6824258310454232,0.9955357142857143,1.0228683799505234,0.8666666666666667,0.8408730158730159,0.9034090909090909,0.8348667474551348,0.8666666666666667,0.8666666666666667,0.8666666666666667,6.25e-05,8.087450742721558
65,2.6908572571618214,1.172663722719465,-0.2756697769675936,1.600894468171256,0.673651533467429,1.0,1.0560546666383743,0.8583333333333333,0.8438176406926408,0.8986013986013986,0.8330429438982071,0.8583333333333333,0.8583333333333333,0.8583333333333333,6.25e-05,8.823710203170776
66,2.626707213265555,1.146878455366407,-0.3325271276491029,1.5795868975775582,0.6636651073183332,1.0,1.0371359884738922,0.8416666666666667,0.7940656565656565,0.863090034965035,0.7816488336225179,0.8416666666666667,0.8416666666666667,0.8416666666666667,6.25e-05,7.107580184936523
67,2.6330781834466115,1.1522576723779951,-0.31635667383670807,1.5757275308881487,0.6839712517602103,0.9977678571428571,1.029106691479683,0.8666666666666667,0.8467881944444444,0.9034090909090909,0.8407609933925724,0.8666666666666667,0.8666666666666667,0.8666666666666667,6.25e-05,8.794446229934692
68,2.6194329261779785,1.1441428320748466,-0.3082088327833584,1.5677527444703239,0.6911247032029288,1.0,0.9512766003608704,0.875,0.8496863799283154,0.9082167832167832,0.846863686995266,0.875,0.875,0.875,6.25e-05,7.311479568481445
69,2.619977746691023,1.1496418373925346,-0.32739764345543726,1.5685551762580872,0.6944073268345424,0.9977678571428571,1.0223346948623657,0.85,0.8058712121212122,0.8829763986013986,0.8078941343743975,0.85,0.85,0.85,6.25e-05,7.899106025695801
70,2.626930730683463,1.1434340987886702,-0.3023663642151015,1.5742065225328719,0.6776830894606454,1.0,1.015690490603447,0.8583333333333333,0.8496212121212121,0.8986013986013986,0.8389724310776943,0.8583333333333333,0.8583333333333333,0.8583333333333333,6.25e-05,8.377621412277222
71,2.613993150847299,1.151153096130916,-0.37914375747953144,1.576583172593798,0.6801808220999581,0.9977678571428571,0.9837340712547302,0.8583333333333333,0.8388573232323233,0.8986013986013986,0.83402333605507,0.8583333333333333,0.8583333333333333,0.8583333333333333,6.25e-05,8.22721242904663
72,2.576059341430664,1.1411228690828596,-0.44162296610219137,1.5674233521733965,0.6818801590374538,1.0,1.0079394727945328,0.85,0.8362949346405228,0.8937937062937064,0.8275989135122263,0.85,0.85,0.85,6.25e-05,7.56342625617981
73,2.603172404425485,1.1559316515922546,-0.47849644294806887,1.5907896501677377,0.6777420129094806,0.9955357142857143,0.9855548739433289,0.875,0.855241935483871,0.9147727272727273,0.8543981481481482,0.875,0.875,0.875,6.25e-05,8.737515687942505
74,2.5992014748709544,1.1503672003746033,-0.49442814716270994,1.5971627235412598,0.6612135342189244,1.0,1.0331375747919083,0.85,0.8415032679738562,0.8937937062937064,0.828083722820565,0.85,0.85,0.85,6.25e-05,8.225862741470337
75,2.6004684141704013,1.1455186350005013,-0.4709284688745226,1.5962283611297607,0.6716425674302238,1.0,0.968198224902153,0.8666666666666667,0.840757808499744,0.9034090909090909,0.8343636869952659,0.8666666666666667,0.8666666666666667,0.8666666666666667,3.125e-05,8.607128381729126
76,2.629511305264064,1.1512589965547835,-0.47792636922427584,1.6216302258627755,0.6640935795647758,0.9977678571428571,0.9877963364124298,0.8666666666666667,0.8572048611111112,0.9034090909090909,0.8512651950732446,0.8666666666666667,0.8666666666666667,0.8666666666666667,3.125e-05,6.903778076171875
77,2.6306860787527904,1.1451441645622253,-0.4876918090241296,1.6318494592394148,0.6526595183781215,0.9955357142857143,0.9622172564268112,0.8666666666666667,0.8415798611111112,0.9034090909090909,0.8402761840842337,0.8666666666666667,0.8666666666666667,0.8666666666666667,3.125e-05,8.305894613265991
78,2.6261874437332153,1.1397578460829598,-0.4859751058476312,1.632222158568246,0.6547112720353263,1.0,0.9138412773609161,0.8666666666666667,0.8415798611111112,0.9034090909090909,0.8402761840842337,0.8666666666666667,0.8666666666666667,0.8666666666666667,3.125e-05,7.6733763217926025
79,2.6203390870775496,1.1503732630184718,-0.4707938028233392,1.6112039514950343,0.6733508961541312,0.9955357142857143,0.9682476371526718,0.8583333333333333,0.8388573232323233,0.8986013986013986,0.83402333605507,0.8583333333333333,0.8583333333333333,0.8583333333333333,3.125e-05,8.107580661773682
80,2.6899111781801497,1.1574744071279253,-0.43580999970436096,1.6631798148155212,0.6571002347128732,1.0,0.9519897848367691,0.8666666666666667,0.8415798611111112,0.9034090909090909,0.8402761840842337,0.8666666666666667,0.8666666666666667,0.8666666666666667,3.125e-05,7.980722188949585
81,2.669799566268921,1.1500399197850908,-0.3944468455655234,1.6380937610353743,0.64976076568876,1.0,0.9416257292032242,0.8833333333333333,0.8525297619047619,0.9130244755244755,0.8513709847204652,0.8833333333333333,0.8833333333333333,0.8833333333333333,3.125e-05,7.871715068817139
82,2.7052057470594133,1.146497709410531,-0.35279604899031775,1.6645468728882926,0.6446534820965358,1.0,0.9543352425098419,0.8666666666666667,0.8465401785714286,0.9034090909090909,0.8392957919273708,0.8666666666666667,0.8666666666666667,0.8666666666666667,3.125e-05,7.6832661628723145
83,2.755671569279262,1.1509582996368408,-0.3095233930008752,1.6975702473095484,0.6530750564166478,0.9977678571428571,0.9721384793519974,0.8666666666666667,0.8415798611111112,0.9034090909090909,0.8402761840842337,0.8666666666666667,0.8666666666666667,0.8666666666666667,3.125e-05,9.40093445777893
84,2.7088759626661028,1.1415720667157854,-0.3312006741762161,1.6666641405650549,0.6567312053271702,1.0,0.9775760769844055,0.8666666666666667,0.8467881944444444,0.9034090909090909,0.8407609933925724,0.8666666666666667,0.8666666666666667,0.8666666666666667,3.125e-05,8.005950927734375
85,2.730373195239476,1.1440386857305254,-0.19510866342378513,1.6448671051434107,0.6657262359346662,1.0,0.9871377944946289,0.8583333333333333,0.8626893939393939,0.8986013986013986,0.847156954887218,0.8583333333333333,0.8583333333333333,0.8583333333333333,3.125e-05,7.857266902923584
86,2.817682981491089,1.1471923845154899,-0.03971713462046215,1.6824057017053877,0.6387360862323216,0.9977678571428571,1.0107640475034714,0.8583333333333333,0.8426767676767677,0.8986013986013986,0.8375718708536046,0.8583333333333333,0.8583333333333333,0.8583333333333333,3.125e-05,8.175812482833862
87,2.9026741130011424,1.1476208652768816,-0.007286313655120986,1.7572391629219055,0.6303739632878985,1.0,0.9829861223697662,0.8666666666666667,0.8500180375180375,0.9034090909090909,0.846422121480171,0.8666666666666667,0.8666666666666667,0.8666666666666667,3.125e-05,8.649979591369629
88,2.815530232020787,1.1446669697761536,-0.158064282898392,1.7182825463158744,0.6467919434819903,1.0,0.996091678738594,0.8583333333333333,0.8388573232323233,0.8986013986013986,0.83402333605507,0.8583333333333333,0.8583333333333333,0.8583333333333333,3.125e-05,8.342978239059448
89,2.8372682673590526,1.1570822170802526,-0.31967533592666897,1.7760886890547616,0.634532128061567,0.9977678571428571,1.0068604350090027,0.8583333333333333,0.8440656565656566,0.8986013986013986,0.8345081453634086,0.8583333333333333,0.8583333333333333,0.8583333333333333,3.125e-05,7.655065536499023
90,2.842776758330209,1.155333740370614,-0.5260771129812513,1.8452661548342024,0.618476927280426,1.0,1.0238387882709503,0.8583333333333333,0.8496212121212121,0.8986013986013986,0.8389724310776943,0.8583333333333333,0.8583333333333333,0.8583333333333333,3.125e-05,7.993446588516235
91,2.8824256658554077,1.1572235652378626,-0.49198952530111584,1.8727989622524805,0.6139380506106785,1.0,0.9908767938613892,0.875,0.8948252688172043,0.9082167832167832,0.8727740511409242,0.875,0.875,0.875,3.125e-05,6.966365098953247
92,2.9203165088381087,1.1646831801959447,-0.5137797338621957,1.9097672530582972,0.6123652373041425,0.9933035714285714,1.0215391218662262,0.8583333333333333,0.8606770833333333,0.8986013986013986,0.8444282497688069,0.8583333333333333,0.8583333333333333,0.8583333333333333,1.5625e-05,7.619200229644775
93,2.9996759040015086,1.1543816753796168,-0.4897439479827881,1.992217413016728,0.5919122355324882,0.9955357142857143,0.9623089134693146,0.8666666666666667,0.8295672239637757,0.9051680027289783,0.8329920465337133,0.8666666666666667,0.8666666666666667,0.8666666666666667,1.5625e-05,8.991113901138306
94,2.9947475535529002,1.1483253666332789,-0.48365436494350433,1.9915185059819902,0.5961203830582755,0.9977678571428571,1.019872009754181,0.85,0.8579545454545454,0.8937937062937064,0.8379383225551955,0.85,0.85,0.85,1.5625e-05,7.737173080444336
95,2.964880006653922,1.148341715335846,-0.45925106746809824,1.9543135932513647,0.5930529492241996,1.0,0.9800829440355301,0.875,0.8683101173020528,0.9082167832167832,0.8595124965190755,0.875,0.875,0.875,1.5625e-05,7.2218382358551025
96,2.9492951461247037,1.1495898962020874,-0.4417511224746704,1.9322305406842912,0.602802744933537,1.0,0.9671320468187332,0.8666666666666667,0.85234375,0.9034090909090909,0.8452252791068581,0.8666666666666667,0.8666666666666667,0.8666666666666667,1.5625e-05,7.340579032897949
97,2.981766326086862,1.1545612130846297,-0.4414881808417184,1.9596515723637171,0.5900420376232692,0.9977678571428571,0.9997677505016327,0.875,0.855241935483871,0.9082167832167832,0.8513279727095516,0.875,0.875,0.875,1.5625e-05,8.096639156341553
98,3.008229902812413,1.156413929803031,-0.42921121418476105,1.9805793591908045,0.6001827716827393,0.9977678571428571,1.0014020651578903,0.8583333333333333,0.8496212121212121,0.8986013986013986,0.8389724310776943,0.8583333333333333,0.8583333333333333,0.8583333333333333,1.5625e-05,6.929856300354004
99,2.898501600537981,1.154298824923379,-0.42236384962286266,1.8709119728633337,0.591572744505746,1.0,0.9885645061731339,0.8583333333333333,0.8440656565656566,0.8986013986013986,0.8345081453634086,0.8583333333333333,0.8583333333333333,0.8583333333333333,1.5625e-05,7.377738952636719
100,3.004751835550581,1.1487537367003304,-0.415454592023577,1.9806344679423742,0.5896349975040981,1.0,1.0105759799480438,0.8583333333333333,0.8496212121212121,0.8986013986013986,0.8389724310776943,0.8583333333333333,0.8583333333333333,0.8583333333333333,1.5625e-05,6.907623529434204
